file,seed,env_dim,planner,pair_index,num_test_positions,num_vertices,num_edges,discrete_path_cost,continuous_path_cost
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.47.pkl,10,2,EBG,47,42,7,13,7.931992272504093,10.19298598348671
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.48.pkl,10,2,EBG,48,114,15,24,11.164316282152377,22.98309864028687
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.49.pkl,10,2,EBG,49,74,10,18,10.69413092436875,10.595069997000756
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.50.pkl,10,2,EBG,50,178,24,50,15.602655917975293,9.856531869899824
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.51.pkl,10,2,EBG,51,18,3,3,4.410935510004544,110.48447933573755
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.52.pkl,10,2,EBG,52,42,7,10,8.5005931574455,8.43488568105796
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.53.pkl,10,2,EBG,53,106,15,24,17.333679970079036,10.361096000989146
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.54.pkl,10,2,EBG,54,66,10,15,15.084115904896029,10.88964413496133
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.55.pkl,10,2,EBG,55,114,16,30,12.472720118967313,12.157879540361096
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.56.pkl,10,2,EBG,56,42,7,9,7.035136599762791,7.910909820760642
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.57.pkl,10,2,EBG,57,250,32,56,3.6304245424647674,1.0338745931189743
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.58.pkl,10,2,EBG,58,34,6,7,8.339915007145416,8.622973328699896
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.59.pkl,10,2,EBG,59,194,26,52,15.539324952217614,21.480574847942265
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.60.pkl,10,2,EBG,60,106,15,26,15.051077838903499,9.001086732165083
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.61.pkl,10,2,EBG,61,26,5,7,6.6373306363038145,63.66621982970554
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.62.pkl,10,2,EBG,62,122,17,29,18.15906420049904,10.272160251295862
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.63.pkl,10,2,EBG,63,202,26,45,14.130085109441447,12.564691727850493
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.64.pkl,10,2,EBG,64,82,11,16,13.18210876170311,16.027631681224108
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.65.pkl,10,2,EBG,65,74,10,16,14.716908595998719,14.55235276679473
/home/daizhirui/results/sdf-planning/min_effort/launcher_seed_0/seed_10/EBG-2d.66.pkl,10,2,EBG,66,10,3,2,4.323386982605864,2.897086718280557
